timestamp,enlace,potencia_dbm,trafego_mbps,estado
2026-03-02 03:00:00,OLT-CENTRO-01,-20.37,110.8,UP
2026-03-02 03:00:00,OLT-NORTE-02,-21.98,82.0,UP
2026-03-02 03:00:00,OLT-SUL-03,-21.9,78.6,UP
2026-03-02 03:00:00,OLT-LESTE-04,-23.51,56.8,UP
2026-03-02 03:00:00,OLT-OESTE-05,-19.36,68.1,UP
2026-03-02 04:00:00,OLT-CENTRO-01,-20.78,89.6,UP
2026-03-02 04:00:00,OLT-NORTE-02,-21.5,64.1,UP
2026-03-02 04:00:00,OLT-SUL-03,-22.4,71.8,UP
2026-03-02 04:00:00,OLT-LESTE-04,-23.37,42.8,UP
2026-03-02 04:00:00,OLT-OESTE-05,-19.39,53.9,UP
2026-03-02 05:00:00,OLT-CENTRO-01,-20.31,110.9,UP
2026-03-02 05:00:00,OLT-NORTE-02,-21.63,65.1,UP
2026-03-02 05:00:00,OLT-SUL-03,-22.41,76.7,UP
2026-03-02 05:00:00,OLT-LESTE-04,-23.54,50.2,UP
2026-03-02 05:00:00,OLT-OESTE-05,-19.77,61.2,UP
2026-03-02 06:00:00,OLT-CENTRO-01,-20.41,149.3,UP
2026-03-02 06:00:00,OLT-NORTE-02,-21.84,108.9,UP
2026-03-02 06:00:00,OLT-SUL-03,-22.1,114.3,UP
2026-03-02 06:00:00,OLT-LESTE-04,-23.51,81.3,UP
2026-03-02 06:00:00,OLT-OESTE-05,-19.42,90.5,UP
2026-03-02 07:00:00,OLT-CENTRO-01,-20.59,269.8,UP
2026-03-02 07:00:00,OLT-NORTE-02,-21.91,172.2,UP
2026-03-02 07:00:00,OLT-SUL-03,-22.22,191.4,UP
2026-03-02 07:00:00,OLT-LESTE-04,-23.38,116.8,UP
2026-03-02 07:00:00,OLT-OESTE-05,-19.88,131.7,UP
2026-03-02 08:00:00,OLT-CENTRO-01,-20.55,346.8,UP
2026-03-02 08:00:00,OLT-NORTE-02,-21.85,222.2,UP
2026-03-02 08:00:00,OLT-SUL-03,-22.35,227.3,UP
2026-03-02 08:00:00,OLT-LESTE-04,-23.58,146.6,UP
2026-03-02 08:00:00,OLT-OESTE-05,-19.37,168.6,UP
2026-03-02 09:00:00,OLT-CENTRO-01,-20.34,356.9,UP
2026-03-02 09:00:00,OLT-NORTE-02,-21.7,249.3,UP
2026-03-02 09:00:00,OLT-SUL-03,-21.98,266.9,UP
2026-03-02 09:00:00,OLT-LESTE-04,-23.15,154.5,UP
2026-03-02 09:00:00,OLT-OESTE-05,-19.49,206.1,UP
2026-03-02 10:00:00,OLT-CENTRO-01,-20.47,443.9,UP
2026-03-02 10:00:00,OLT-NORTE-02,-21.75,278.4,UP
2026-03-02 10:00:00,OLT-SUL-03,-22.43,303.6,UP
2026-03-02 10:00:00,OLT-LESTE-04,-23.56,194.2,UP
2026-03-02 10:00:00,OLT-OESTE-05,-19.46,234.5,UP
2026-03-02 11:00:00,OLT-CENTRO-01,-20.78,478.0,UP
2026-03-02 11:00:00,OLT-NORTE-02,-22.09,274.1,UP
2026-03-02 11:00:00,OLT-SUL-03,-22.36,314.8,UP
2026-03-02 11:00:00,OLT-LESTE-04,-23.34,228.9,UP
2026-03-02 11:00:00,OLT-OESTE-05,-19.62,228.5,UP
2026-03-02 12:00:00,OLT-CENTRO-01,-20.47,511.1,UP
2026-03-02 12:00:00,OLT-NORTE-02,-21.53,312.5,UP
2026-03-02 12:00:00,OLT-SUL-03,-22.41,358.1,UP
2026-03-02 12:00:00,OLT-LESTE-04,-23.21,231.2,UP
2026-03-02 12:00:00,OLT-OESTE-05,-19.56,270.1,UP
2026-03-02 13:00:00,OLT-CENTRO-01,-20.62,419.7,UP
2026-03-02 13:00:00,OLT-NORTE-02,-21.75,305.6,UP
2026-03-02 13:00:00,OLT-SUL-03,-22.02,330.8,UP
2026-03-02 13:00:00,OLT-LESTE-04,-23.21,210.9,UP
2026-03-02 13:00:00,OLT-OESTE-05,-19.68,269.1,UP
2026-03-02 14:00:00,OLT-CENTRO-01,-20.74,449.4,UP
2026-03-02 14:00:00,OLT-NORTE-02,-21.78,326.4,UP
2026-03-02 14:00:00,OLT-SUL-03,-22.36,322.0,UP
2026-03-02 14:00:00,OLT-LESTE-04,-23.13,205.4,UP
2026-03-02 14:00:00,OLT-OESTE-05,-19.54,244.0,UP
2026-03-02 15:00:00,OLT-CENTRO-01,-20.56,512.6,UP
2026-03-02 15:00:00,OLT-NORTE-02,-21.55,312.3,UP
2026-03-02 15:00:00,OLT-SUL-03,-22.4,371.6,UP
2026-03-02 15:00:00,OLT-LESTE-04,-23.42,241.5,UP
2026-03-02 15:00:00,OLT-OESTE-05,-19.5,235.6,UP
2026-03-02 16:00:00,OLT-CENTRO-01,-20.68,495.2,UP
2026-03-02 16:00:00,OLT-NORTE-02,-22.1,366.6,UP
2026-03-02 16:00:00,OLT-SUL-03,-21.95,397.4,UP
2026-03-02 16:00:00,OLT-LESTE-04,-23.61,212.1,UP
2026-03-02 16:00:00,OLT-OESTE-05,-19.82,304.8,UP
2026-03-02 17:00:00,OLT-CENTRO-01,-20.6,618.7,UP
2026-03-02 17:00:00,OLT-NORTE-02,-21.76,394.7,UP
2026-03-02 17:00:00,OLT-SUL-03,-22.21,392.8,UP
2026-03-02 17:00:00,OLT-LESTE-04,-23.33,288.3,UP
2026-03-02 17:00:00,OLT-OESTE-05,-19.35,344.0,UP
2026-03-02 18:00:00,OLT-CENTRO-01,-20.53,692.6,UP
2026-03-02 18:00:00,OLT-NORTE-02,-21.57,413.7,UP
2026-03-02 18:00:00,OLT-SUL-03,-22.4,496.3,UP
2026-03-02 18:00:00,OLT-LESTE-04,-23.12,284.5,UP
2026-03-02 18:00:00,OLT-OESTE-05,-19.68,356.5,UP
2026-03-02 19:00:00,OLT-CENTRO-01,-20.77,726.5,UP
2026-03-02 19:00:00,OLT-NORTE-02,-21.78,472.6,UP
2026-03-02 19:00:00,OLT-SUL-03,-22.08,566.9,UP
2026-03-02 19:00:00,OLT-LESTE-04,-23.61,362.8,UP
2026-03-02 19:00:00,OLT-OESTE-05,-19.31,371.1,UP
2026-03-02 20:00:00,OLT-CENTRO-01,-20.4,775.9,UP
2026-03-02 20:00:00,OLT-NORTE-02,-21.96,565.6,UP
2026-03-02 20:00:00,OLT-SUL-03,-22.2,544.2,UP
2026-03-02 20:00:00,OLT-LESTE-04,-23.34,340.9,UP
2026-03-02 20:00:00,OLT-OESTE-05,-19.84,401.3,UP
2026-03-02 21:00:00,OLT-CENTRO-01,-20.58,765.4,UP
2026-03-02 21:00:00,OLT-NORTE-02,-21.9,512.2,UP
2026-03-02 21:00:00,OLT-SUL-03,-21.93,585.5,UP
2026-03-02 21:00:00,OLT-LESTE-04,-23.63,414.0,UP
2026-03-02 21:00:00,OLT-OESTE-05,-19.68,406.6,UP
2026-03-02 22:00:00,OLT-CENTRO-01,-20.4,632.6,UP
2026-03-02 22:00:00,OLT-NORTE-02,-21.54,452.5,UP
2026-03-02 22:00:00,OLT-SUL-03,-22.02,524.0,UP
2026-03-02 22:00:00,OLT-LESTE-04,-23.42,300.1,UP
2026-03-02 22:00:00,OLT-OESTE-05,-19.88,399.7,UP
2026-03-02 23:00:00,OLT-CENTRO-01,-20.59,449.2,UP
2026-03-02 23:00:00,OLT-NORTE-02,-21.65,322.2,UP
2026-03-02 23:00:00,OLT-SUL-03,-22.19,383.0,UP
2026-03-02 23:00:00,OLT-LESTE-04,-23.6,213.3,UP
2026-03-02 23:00:00,OLT-OESTE-05,-19.44,269.7,UP
2026-03-03 00:00:00,OLT-CENTRO-01,-20.27,284.6,UP
2026-03-03 00:00:00,OLT-NORTE-02,-22.04,184.6,UP
2026-03-03 00:00:00,OLT-SUL-03,-22.11,230.5,UP
2026-03-03 00:00:00,OLT-LESTE-04,-23.55,136.8,UP
2026-03-03 00:00:00,OLT-OESTE-05,-19.38,165.0,UP
2026-03-03 01:00:00,OLT-CENTRO-01,-20.73,214.1,UP
2026-03-03 01:00:00,OLT-NORTE-02,-21.52,134.3,UP
2026-03-03 01:00:00,OLT-SUL-03,-22.45,144.6,UP
2026-03-03 01:00:00,OLT-LESTE-04,-23.62,87.3,UP
2026-03-03 01:00:00,OLT-OESTE-05,-19.6,110.7,UP
2026-03-03 02:00:00,OLT-CENTRO-01,-20.64,148.4,UP
2026-03-03 02:00:00,OLT-NORTE-02,-21.53,97.7,UP
2026-03-03 02:00:00,OLT-SUL-03,-22.54,120.2,UP
2026-03-03 02:00:00,OLT-LESTE-04,-23.19,73.3,UP
2026-03-03 02:00:00,OLT-OESTE-05,-19.62,88.5,UP
2026-03-03 03:00:00,OLT-CENTRO-01,-20.59,114.6,UP
2026-03-03 03:00:00,OLT-NORTE-02,-21.52,68.9,UP
2026-03-03 03:00:00,OLT-SUL-03,-22.57,91.9,UP
2026-03-03 03:00:00,OLT-LESTE-04,-23.59,50.1,UP
2026-03-03 03:00:00,OLT-OESTE-05,-19.37,68.1,UP
2026-03-03 04:00:00,OLT-CENTRO-01,-20.71,93.0,UP
2026-03-03 04:00:00,OLT-NORTE-02,-22.09,59.1,UP
2026-03-03 04:00:00,OLT-SUL-03,-22.52,66.1,UP
2026-03-03 04:00:00,OLT-LESTE-04,-23.29,48.5,UP
2026-03-03 04:00:00,OLT-OESTE-05,-19.43,56.1,UP
2026-03-03 05:00:00,OLT-CENTRO-01,-20.49,109.6,UP
2026-03-03 05:00:00,OLT-NORTE-02,-22.1,72.3,UP
2026-03-03 05:00:00,OLT-SUL-03,-22.31,82.0,UP
2026-03-03 05:00:00,OLT-LESTE-04,-23.63,50.7,UP
2026-03-03 05:00:00,OLT-OESTE-05,-19.58,57.6,UP
2026-03-03 06:00:00,OLT-CENTRO-01,-20.68,167.3,UP
2026-03-03 06:00:00,OLT-NORTE-02,-21.82,99.2,UP
2026-03-03 06:00:00,OLT-SUL-03,-22.23,121.3,UP
2026-03-03 06:00:00,OLT-LESTE-04,-23.62,74.5,UP
2026-03-03 06:00:00,OLT-OESTE-05,-19.33,90.3,UP
2026-03-03 07:00:00,OLT-CENTRO-01,-20.6,221.7,UP
2026-03-03 07:00:00,OLT-NORTE-02,-21.9,162.0,UP
2026-03-03 07:00:00,OLT-SUL-03,-22.26,186.4,UP
2026-03-03 07:00:00,OLT-LESTE-04,-23.19,120.9,UP
2026-03-03 07:00:00,OLT-OESTE-05,-19.53,141.6,UP
2026-03-03 08:00:00,OLT-CENTRO-01,-20.21,319.8,UP
2026-03-03 08:00:00,OLT-NORTE-02,-21.91,218.8,UP
2026-03-03 08:00:00,OLT-SUL-03,-22.08,251.0,UP
2026-03-03 08:00:00,OLT-LESTE-04,-23.15,149.1,UP
2026-03-03 08:00:00,OLT-OESTE-05,-19.39,190.8,UP
2026-03-03 09:00:00,OLT-CENTRO-01,-20.26,376.6,UP
2026-03-03 09:00:00,OLT-NORTE-02,-21.86,236.1,UP
2026-03-03 09:00:00,OLT-SUL-03,-22.16,294.3,UP
2026-03-03 09:00:00,OLT-LESTE-04,-23.29,179.4,UP
2026-03-03 09:00:00,OLT-OESTE-05,-19.81,184.7,UP
2026-03-03 10:00:00,OLT-CENTRO-01,-20.75,376.1,UP
2026-03-03 10:00:00,OLT-NORTE-02,-21.51,270.4,UP
2026-03-03 10:00:00,OLT-SUL-03,-22.17,323.1,UP
2026-03-03 10:00:00,OLT-LESTE-04,-23.62,181.0,UP
2026-03-03 10:00:00,OLT-OESTE-05,-19.61,212.8,UP
2026-03-03 11:00:00,OLT-CENTRO-01,-20.23,482.5,UP
2026-03-03 11:00:00,OLT-NORTE-02,-21.71,315.2,UP
2026-03-03 11:00:00,OLT-SUL-03,-22.51,353.8,UP
2026-03-03 11:00:00,OLT-LESTE-04,-23.61,229.2,UP
2026-03-03 11:00:00,OLT-OESTE-05,-19.87,259.0,UP
2026-03-03 12:00:00,OLT-CENTRO-01,-20.3,490.6,UP
2026-03-03 12:00:00,OLT-NORTE-02,-21.92,285.9,UP
2026-03-03 12:00:00,OLT-SUL-03,-22.29,348.4,UP
2026-03-03 12:00:00,OLT-LESTE-04,-23.44,227.4,UP
2026-03-03 12:00:00,OLT-OESTE-05,-19.55,241.9,UP
2026-03-03 13:00:00,OLT-CENTRO-01,-20.71,484.3,UP
2026-03-03 13:00:00,OLT-NORTE-02,-21.63,306.3,UP
2026-03-03 13:00:00,OLT-SUL-03,-22.59,346.3,UP
2026-03-03 13:00:00,OLT-LESTE-04,-23.29,188.6,UP
2026-03-03 13:00:00,OLT-OESTE-05,-19.63,229.9,UP
2026-03-03 14:00:00,OLT-CENTRO-01,-20.3,461.8,UP
2026-03-03 14:00:00,OLT-NORTE-02,-21.71,308.0,UP
2026-03-03 14:00:00,OLT-SUL-03,-22.3,346.2,UP
2026-03-03 14:00:00,OLT-LESTE-04,-23.1,198.3,UP
2026-03-03 14:00:00,OLT-OESTE-05,-19.72,267.2,UP
2026-03-03 15:00:00,OLT-CENTRO-01,-20.21,479.9,UP
2026-03-03 15:00:00,OLT-NORTE-02,-21.69,340.4,UP
2026-03-03 15:00:00,OLT-SUL-03,-22.43,364.7,UP
2026-03-03 15:00:00,OLT-LESTE-04,-23.45,225.5,UP
2026-03-03 15:00:00,OLT-OESTE-05,-19.71,260.6,UP
2026-03-03 16:00:00,OLT-CENTRO-01,-20.66,485.6,UP
2026-03-03 16:00:00,OLT-NORTE-02,-21.59,336.3,UP
2026-03-03 16:00:00,OLT-SUL-03,-22.11,389.8,UP
2026-03-03 16:00:00,OLT-LESTE-04,-23.28,229.9,UP
2026-03-03 16:00:00,OLT-OESTE-05,-19.74,291.3,UP
2026-03-03 17:00:00,OLT-CENTRO-01,-20.41,587.9,UP
2026-03-03 17:00:00,OLT-NORTE-02,-22.0,370.1,UP
2026-03-03 17:00:00,OLT-SUL-03,-22.59,400.0,UP
2026-03-03 17:00:00,OLT-LESTE-04,-23.45,281.1,UP
2026-03-03 17:00:00,OLT-OESTE-05,-19.86,319.5,UP
2026-03-03 18:00:00,OLT-CENTRO-01,-20.71,696.9,UP
2026-03-03 18:00:00,OLT-NORTE-02,-21.5,455.2,UP
2026-03-03 18:00:00,OLT-SUL-03,-22.4,501.1,UP
2026-03-03 18:00:00,OLT-LESTE-04,-23.54,325.3,UP
2026-03-03 18:00:00,OLT-OESTE-05,-19.49,357.2,UP
2026-03-03 19:00:00,OLT-CENTRO-01,-20.22,789.6,UP
2026-03-03 19:00:00,OLT-NORTE-02,-22.09,490.2,UP
2026-03-03 19:00:00,OLT-SUL-03,-22.11,542.8,UP
2026-03-03 19:00:00,OLT-LESTE-04,-23.17,348.4,UP
2026-03-03 19:00:00,OLT-OESTE-05,-19.35,382.0,UP
2026-03-03 20:00:00,OLT-CENTRO-01,-20.68,809.9,UP
2026-03-03 20:00:00,OLT-NORTE-02,-22.05,548.2,UP
2026-03-03 20:00:00,OLT-SUL-03,-22.11,549.2,UP
2026-03-03 20:00:00,OLT-LESTE-04,-23.69,376.1,UP
2026-03-03 20:00:00,OLT-OESTE-05,-19.71,469.7,UP
2026-03-03 21:00:00,OLT-CENTRO-01,-20.56,862.1,UP
2026-03-03 21:00:00,OLT-NORTE-02,-21.89,537.4,UP
2026-03-03 21:00:00,OLT-SUL-03,-22.46,575.6,UP
2026-03-03 21:00:00,OLT-LESTE-04,-23.24,349.2,UP
2026-03-03 21:00:00,OLT-OESTE-05,-19.83,410.4,UP
2026-03-03 22:00:00,OLT-CENTRO-01,-20.44,762.3,UP
2026-03-03 22:00:00,OLT-NORTE-02,-21.8,439.8,UP
2026-03-03 22:00:00,OLT-SUL-03,-22.47,509.2,UP
2026-03-03 22:00:00,OLT-LESTE-04,-23.37,323.7,UP
2026-03-03 22:00:00,OLT-OESTE-05,-19.86,368.3,UP
2026-03-03 23:00:00,OLT-CENTRO-01,-20.52,502.5,UP
2026-03-03 23:00:00,OLT-NORTE-02,-21.58,294.1,UP
2026-03-03 23:00:00,OLT-SUL-03,-22.16,388.2,UP
2026-03-03 23:00:00,OLT-LESTE-04,-23.18,246.0,UP
2026-03-03 23:00:00,OLT-OESTE-05,-19.56,272.3,UP
2026-03-04 00:00:00,OLT-CENTRO-01,-20.48,294.6,UP
2026-03-04 00:00:00,OLT-NORTE-02,-22.04,202.7,UP
2026-03-04 00:00:00,OLT-SUL-03,-22.15,226.8,UP
2026-03-04 00:00:00,OLT-LESTE-04,-23.26,137.2,UP
2026-03-04 00:00:00,OLT-OESTE-05,-19.76,159.0,UP
2026-03-04 01:00:00,OLT-CENTRO-01,-20.61,200.5,UP
2026-03-04 01:00:00,OLT-NORTE-02,-21.5,141.0,UP
2026-03-04 01:00:00,OLT-SUL-03,-22.42,143.4,UP
2026-03-04 01:00:00,OLT-LESTE-04,-23.69,92.2,UP
2026-03-04 01:00:00,OLT-OESTE-05,-19.79,116.4,UP
2026-03-04 02:00:00,OLT-CENTRO-01,-20.63,160.9,UP
2026-03-04 02:00:00,OLT-NORTE-02,-22.07,90.2,UP
2026-03-04 02:00:00,OLT-SUL-03,-22.54,112.1,UP
2026-03-04 02:00:00,OLT-LESTE-04,-23.27,72.8,UP
2026-03-04 02:00:00,OLT-OESTE-05,-19.38,85.7,UP
2026-03-04 03:00:00,OLT-CENTRO-01,-20.65,121.5,UP
2026-03-04 03:00:00,OLT-NORTE-02,-22.09,68.6,UP
2026-03-04 03:00:00,OLT-SUL-03,-22.6,89.1,UP
2026-03-04 03:00:00,OLT-LESTE-04,-23.34,54.4,UP
2026-03-04 03:00:00,OLT-OESTE-05,-19.52,62.4,UP
2026-03-04 04:00:00,OLT-CENTRO-01,-20.36,102.9,UP
2026-03-04 04:00:00,OLT-NORTE-02,-21.81,60.9,UP
2026-03-04 04:00:00,OLT-SUL-03,-22.64,71.2,UP
2026-03-04 04:00:00,OLT-LESTE-04,-23.38,44.0,UP
2026-03-04 04:00:00,OLT-OESTE-05,-19.37,51.5,UP
2026-03-04 05:00:00,OLT-CENTRO-01,-20.45,110.8,UP
2026-03-04 05:00:00,OLT-NORTE-02,-21.52,73.0,UP
